인증구분,건물주용도,건물용도,에너지자립률,지역,건축물명,업체명,제로에너지건축물 인증등급(ZEB),인증일자
예비인증,묘지 관련 시설,주거용 이외,58.93,전북,서남권 추모공원 2단계 봉안당 신축공사,정읍시청,4, 2021-03-04
예비인증,교육연구시설,주거용 이외,23.52,경기,양평도서문화센터,양평군청,5, 2021-03-04
예비인증,운동시설,주거용 이외,69.56,충남,계룡 병영체험관,계룡시,3, 2021-03-03
예비인증,제1종 근린생활시설,주거용 이외,25.28,광주,신용 복합 행정복지센터,광주광역시북구,5, 2021-03-03
예비인증,제1종 근린생활시설,주거용 이외,63.02,전북,주산면 행정문화센터,부안군청,3, 2021-03-03
예비인증,교육연구시설,주거용 이외,26.65,경기,경기도 광명시 도덕초등학교 증/개축공사,철산주공89재건축조합,5, 2021-03-03
예비인증,업무시설,주거용 이외,35.99,인천,가정1동 행정복지센터,서구청,5, 2021-03-03
예비인증,제1종 근린생활시설,주거용 이외,23.27,전남,자은면다목적마을회관,신안군청,5, 2021-03-03
예비인증,교육연구시설,주거용 이외,34.01,경남,물금2고등학교 교사 신축공사,경상남도교육청,5, 2021-03-02
예비인증,문화 및 집회시설,주거용 이외,23.63,경남,하동군 상상도서관 신축공사,하동군,5, 2021-03-02
예비인증,위험물 저장 및 처리 시설,주거용 이외,25.58,경남,통영기지본부 비상출동 대기시설 설계 ,한국가스공사,5, 2021-02-26
예비인증,업무시설,주거용 이외,41.00,인천,가정2동 행정복지센터,서구청,4, 2021-02-26
예비인증,제1종 근린생활시설,주거용 이외,47.37,부산,가야2동사(청소년문화센터),가야2동주민센터,4, 2021-02-25
예비인증,교육연구시설,주거용 이외,29.95,경기,성남동초등학교체육관,성남교육지원청,5, 2021-02-25
예비인증,운동시설,주거용 이외,36.23,부산,당감동 복합 국민체육센터,부산진구청,5, 2021-02-25
예비인증,교육연구시설,주거용 이외,36.16,경기,성남 정자초 체육관 및 급식실 증축,성남교육지원청,5, 2021-02-25
예비인증,제2종 근린생활시설,주거용 이외,32.76,충북,제2수산물유통시설 근린생활시설(주3동),충북개발공사,5, 2021-02-25
본인증,교육연구시설,주거용 이외,23.00,경기,화성동탄(2) 제 8고등학교(서연고등학교) ,한국토지주택공사,5, 2021-02-25
예비인증,교정 및 군사 시설,주거용 이외,32.02,경북,공정사단본부 A여단 부대개편,국방시설본부,5, 2021-02-25
예비인증,노유자시설,주거용 이외,37.67,충남,보령시 가족센터,보령시,5, 2021-02-24
예비인증,교정 및 군사 시설,주거용 이외,24.42,강원,12사단 본청 신축 설계용역(19-B004),국방시설본부,5, 2021-02-24
예비인증,교육연구시설,주거용 이외,27.47,서울,AI지원센터,도시기반시설본부,5, 2021-02-24
예비인증,교육연구시설,주거용 이외,22.94,대구,경북대학교 미래창직관,경북대학교 시설과,5, 2021-02-23
예비인증,제1종 근린생활시설,주거용 이외,36.88,전북,임실읍 행복누리원,임실군청,5, 2021-02-23
예비인증,업무시설,주거용 이외,22.49,인천,"송현 1,2동 복합청사",인천 동구청,5, 2021-02-23
예비인증,교육연구시설,주거용 이외,29.98,경기,군자디지털과학고 체육관 및 급식소 증축공사,경기도시흥교육지원청,5, 2021-02-23
예비인증,교육연구시설,주거용 이외,38.80,충남,충청남도교육청 진로융합교육원,충청남도교육청,5, 2021-02-22
예비인증,운동시설,주거용 이외,32.45,충북,이월다목적체육관,진천군청,5, 2021-02-22
예비인증,교육연구시설,주거용 이외,36.52,광주,신용 복합 공공도서관 ,광주광역시북구,5, 2021-02-22
예비인증,교육연구시설,주거용 이외,48.98,전북,유천도서관,익산시청,4, 2021-02-18
본인증,업무시설,주거용 이외,27.06,충북,한국도로공사 충북본부 신축공사,한국도로공사 충북본부,5, 2021-02-18
예비인증,교육연구시설,주거용 이외,25.44,경기,원정초 다목적체육관 및 급식실,경기도평택교육지원청,5, 2021-02-18
예비인증,제2종 근린생활시설,주거용 이외,27.11,서울,동소문로3길 124 리모델링공사,(주)아름다운여행세상,5, 2021-02-18
예비인증,교육연구시설,주거용 이외,21.40,경남,경남도립거창대학 국민체육센터,경남도립거창대학,5, 2021-02-18
예비인증,운동시설,주거용 이외,22.43,충북,음성 반다비 국민체육센터,시설관리사업소,5, 2021-02-18
예비인증,교육연구시설,주거용 이외,27.16,부산,국립수산물품질관리원 분석동,국립수산물품질관리원,5, 2021-02-18
예비인증,문화 및 집회시설,주거용 이외,38.48,서울,구로창의문화예술센터 신축공사,구로구청,5, 2021-02-18
예비인증,업무시설,주거용 이외,40.94,경기,신흥2동 행정복지센터,성남시청,4, 2021-02-18
예비인증,교정 및 군사 시설,주거용 이외,26.45,세종,"공정사단본부 B여단 2,3대대 행정시설",국방시설본부,5, 2021-02-18
예비인증,노유자시설,주거용 이외,42.70,충남,서산시 육아종합지원센터,서산시청,4, 2021-02-17
예비인증,수련시설,주거용 이외,20.11,경남,아주 청소년 문화의집,거제시청,5, 2021-02-17
예비인증,업무시설,주거용 이외,48.50,대전,도안동 행정복지센터,대전광역시 서구,4, 2021-02-17
예비인증,교육연구시설,주거용 이외,21.84,부산,괴정초등학교 다목적강당 및 급식실,부산광역시서부교육지원청,5, 2021-02-17
예비인증,제1종 근린생활시설,주거용 이외,23.59,전북,전주푸드직매장 효천점,전주시청,5, 2021-02-17
예비인증,제1종 근린생활시설,주거용 이외,41.32,경북,김천시 모암동 공공산후조리원,김천시보건소,4, 2021-02-17
예비인증,교육연구시설,주거용 이외,34.97,경기,마산중학교,김포교육지원청,5, 2021-02-17
예비인증,문화 및 집회시설,주거용 이외,127.50,경북,경주 식물원(라원),경주시,1, 2021-02-16
예비인증,교정 및 군사 시설,주거용 이외,38.21,인천,부천 OO부대 현대화사업 경기남부시설단 통합사무실,부천시청,5, 2021-02-16
예비인증,업무시설,주거용 이외,28.42,경기,경기도 안산교육지원청 청사 신축공사,경기도안산교육지원청,5, 2021-02-16
예비인증,업무시설,주거용 이외,25.38,전남,장흥소방서,전라남도소방본부,5, 2021-02-16
본인증,업무시설,주거용 이외,29.31,경기,목감어울림센터,시흥시청,5, 2021-02-15
예비인증,교정 및 군사 시설,주거용 이외,34.32,인천,부천 OO부대 현대화사업 158공병대대+경기남부시설단 간부숙소,부천시청,5, 2021-02-08
예비인증,업무시설,주거용 이외,80.08,경기,시흥경찰서 별관동,시흥경찰서,2, 2021-02-08
예비인증,교정 및 군사 시설,주거용 이외,24.03,인천,부천 OO부대 현대화사업 158공병대대 병영식당 및 다목적 체육관,부천시청,5, 2021-02-08
예비인증,묘지 관련 시설,주거용 이외,42.09,경기,국립이천호국원 확충사업,국립이천호국원,4, 2021-02-05
예비인증,교정 및 군사 시설,주거용 이외,35.76,강원,00부대 개편 설계용역 (A시설),국방시설본부,5, 2021-02-05
예비인증,수련시설,주거용 이외,32.04,서울,구립 서대문구 가재울청소년센터,서대문구,5, 2021-02-05
예비인증,자원순환 관련 시설,주거용 이외,21.01,제주,제주특별자치도 광역 생활자원회수센터,제주특별자치도 생활환경과,5, 2021-02-05
예비인증,교육연구시설,주거용 이외,24.60,충남,남부유아체험교육원,충청남도교육청,5, 2021-02-04
예비인증,업무시설,주거용 이외,32.63,충북,국가고용정보화개발센터,한국고용정보원,5, 2021-02-04
예비인증,교육연구시설,주거용 이외,29.55,전남,목포해양대학교 국제교류센터 및 박물관 신축공사,목포해양대학교,5, 2021-02-04
예비인증,교육연구시설,주거용 이외,61.00,세종,3개대학 통합 창업관 ,세종특별자치시,3, 2021-02-04
예비인증,수련시설,주거용 이외,21.05,경기,의정부 도심숲속 청소년 힐링센터,의정부시,5, 2021-02-04
예비인증,업무시설,주거용 이외,23.76,서울,구의2동 복합청사,광진구청,5, 2021-02-04
예비인증,제1종 근린생활시설,주거용 이외,30.18,경북,영덕읍 농촌중심지 활성화사업(공감문화센터),한국농어촌공사 영덕울진지사,5, 2021-02-04
예비인증,노유자시설,주거용 이외,37.39,충남,서산시 가족센터,서산시청,5, 2021-02-04
예비인증,운동시설,주거용 이외,26.53,경기,송정복합체육센터,군포시,5, 2021-02-03
예비인증,노유자시설,주거용 이외,42.83,부산,용호행복주택,부산도시공사,4, 2021-02-03
예비인증,운동시설,주거용 이외,60.49,전북,세대통합형 실내놀이문화체육센터 신축공사 ,순창군 미생물산업사업소,3, 2021-02-03
예비인증,문화 및 집회시설,주거용 이외,34.15,서울,농업공화국조성사업,서울특별시 도시기반시설본부,5, 2021-02-03
예비인증,업무시설,주거용 이외,30.02,서울,신사동 복합청사,관악구청,5, 2021-02-03
예비인증,교육연구시설,주거용 이외,65.97,대구,대구교육통합전산센터,대구광역시교육청,3, 2021-02-01
예비인증,운수시설,주거용 이외,21.36,경기,경원선 망월사역 신축공사,한국철도공사,5, 2021-02-01
예비인증,교육연구시설,주거용 이외,64.89,충북,충주혜성학교 교실 증축공사,충주교육지원청,3, 2021-02-01
예비인증,업무시설,주거용 이외,31.00,경기,미양면사무소 건립공사,안성시청 회계과,5, 2021-01-29
예비인증,운동시설,주거용 이외,22.98,충남,서산시 다목적 실내체육관,서산시청,5, 2021-01-28
예비인증,교정 및 군사 시설,주거용 이외,47.12,경기,602포병대대 행정시설,국방시설본부,4, 2021-01-28
예비인증,교육연구시설,주거용 이외,24.73,경기,수내도서관 건립공사,성남시청,5, 2021-01-28
예비인증,교정 및 군사 시설,주거용 이외,43.73,충북,국방시설물 121사업,국방시설본부,4, 2021-01-28
예비인증,노유자시설,주거용 이외,23.82,대구,달성군 교육문화복지센터 건립공사,달성군청,5, 2021-01-27
예비인증,"임대주택 (영구, 국민, 공공)",주거용,27.51,부산,제로에너지타운(부산),(주)제로에너지임대리츠2호위탁관리부동산투자회사,5, 2021-01-27
예비인증,"임대주택 (영구, 국민, 공공)",주거용,38.06,세종,제로에너지타운(세종),(주)제로에너지임대리츠2호위탁관리부동산투자회사,5, 2021-01-27
예비인증,업무시설,주거용 이외,22.93,충북,음성읍내 행복주택(도시재생시설(비주거시설)),한국토지주택공사,5, 2021-01-27
예비인증,업무시설,주거용 이외,35.81,광주,하남3지구 주민복합시설,광주광역시 광산구청,5, 2021-01-27
예비인증,업무시설,주거용 이외,26.08,서울,구로구 항동복합행정센터 신축공사,구로구청,5, 2021-01-26
예비인증,노유자시설,주거용 이외,38.47,경기,연천군 다목적복지센터,연천군청,5, 2021-01-26
예비인증,제1종 근린생활시설,주거용 이외,32.45,전남,강진군 FUSO센터,강진군청,5, 2021-01-22
예비인증,문화 및 집회시설,주거용 이외,78.12,경기,고양 드론센터,고양시 도로관리사업소,3, 2021-01-22
예비인증,교육연구시설,주거용 이외,24.39,경기,광탄도서관 복합문화공간 신축공사,파주시청,5, 2021-01-22
예비인증,제1종 근린생활시설,주거용 이외,41.24,전남,옥과면 농촌중심지 활성화사업,곡성군청,4, 2021-01-21
예비인증,교육연구시설,주거용 이외,63.50,전북,전북대 중재적 메카노 바이오 기술융합 연구센터,전북대학교산학협력단,3, 2021-01-21
예비인증,교육연구시설,주거용 이외,21.36,경북,대가야 역사 문화 클러스터 사업(가얏고 전수관 및 연수원),고령군청,5, 2021-01-21
예비인증,문화 및 집회시설,주거용 이외,107.20,전남,신안 문화예술회관 및 문화원 건립사업,신안군청,1, 2021-01-21
예비인증,업무시설,주거용 이외,84.11,전남,순천시 혁신농업인센터,순천시청,2, 2021-01-21
예비인증,교육연구시설,주거용 이외,23.68,전남,순천시 신대도서관 건립사업,순천시청,5, 2021-01-21
예비인증,노유자시설,주거용 이외,31.78,경남,거제시 가정행복지원센터,거제시청,5, 2021-01-21
예비인증,업무시설,주거용 이외,36.39,경기,한국국토정보공사 고양지사 사옥,한국국토정보공사 경기지역본부,5, 2021-01-21
예비인증,교육연구시설,주거용 이외,45.51,서울,거암초등학교 및 거암중학교 교사,강동송파교육지원청,4, 2021-01-20
예비인증,교육연구시설,주거용 이외,26.26,충남,(가칭)서산예천유치원,충청남도서산교육지원청,5, 2021-01-20
