인증구분,건물주용도,건물용도,에너지자립률,지역,건축물명,업체명,제로에너지건축물 인증등급(ZEB),인증일자
예비인증,교육연구시설,주거용 이외,31.55,충남,아산탕정지구 아산세교중학교,아산교육지원청,5, 2023-09-25
예비인증,업무시설,주거용 이외,25.26,경기,갈매동 복합커뮤니티센터,구리시청,5, 2023-09-25
예비인증,운동시설,주거용 이외,25.25,충북,명지 근린생활형 국민체육센터 건립사업,제천시청,5, 2023-09-25
본인증,노유자시설,주거용 이외,20.93,부산,더 파크 이기대 (비주거),부산도시공사,5, 2023-09-25
예비인증,업무시설,주거용 이외,58.12,경기,용현산업단지 복합문화센터,의정부시,4, 2023-09-25
예비인증,업무시설,주거용 이외,25.48,경기,강천면 복합공공청사,여주시청,5, 2023-09-22
본인증,운동시설,주거용 이외,51.67,경기,김포양곡 복합형 생활체육시설,김포시청,4, 2023-09-22
예비인증,업무시설,주거용 이외,29.06,강원,태백시청 제2별관,태백시청,5, 2023-09-22
예비인증,운동시설,주거용 이외,36.72,경기,매송주민편익시설,화성도시공사,5, 2023-09-22
예비인증,교육연구시설,주거용 이외,43.32,인천,인제고 그린스마트미래학교 개축공사,인제고등학교,4, 2023-09-22
예비인증,운동시설,주거용 이외,41.46,전북,남원시 산내면 국민체육센터,남원시청,4, 2023-09-22
예비인증,업무시설,주거용 이외,26.92,경기,경기주택도시공사 융복합센터 복합시설관,경기주택도시공사,5, 2023-09-22
예비인증,업무시설,주거용 이외,83.42,전북,어울림문화센터 및 개정면사무소,군산시 농업기술센터,2, 2023-09-22
본인증,운동시설,주거용 이외,24.99,경기,삼천포 실내체육관,한국남동발전 삼천포발전본부,5, 2023-09-22
본인증,교육연구시설,주거용 이외,70.39,경기,인계초등학교 교사동(별관),팔달10구역 주택재개발 정비사업조합,3, 2023-09-22
예비인증,제1종 근린생활시설,주거용 이외,23.32,전남,남원시 송동면 다목적강당,한국농어촌공사 남원지사,5, 2023-09-21
예비인증,교육연구시설,주거용 이외,79.44,경북,청림초등학교 그린스마트스쿨 교사개축,경상북도포항교육지원청,3, 2023-09-21
예비인증,문화 및 집회시설,주거용 이외,29.68,충남,광천문화복합센터 조성사업,홍성군청,5, 2023-09-21
예비인증,교정 및 군사 시설,주거용 이외,80.65,부산,(D026) 5비 항공의무대대 신축공사,국방시설본부,2, 2023-09-21
예비인증,교정 및 군사 시설,주거용 이외,33.02,강원,12사단 을지회관,국방시설본부,5, 2023-09-21
본인증,교육연구시설,주거용 이외,60.86,부산,친환경 수소연료선박 R&D 플랫폼 센터 (연구동),부산광역시 건설본부,3, 2023-09-20
예비인증,교육연구시설,주거용 이외,48.33,울산,청량초 그린스마트 미래학교 개축공사(초등학교),울산광역시교육청,4, 2023-09-20
본인증,제1종 근린생활시설,주거용 이외,42.25,대전,도마실어울림플랫폼,대전광역시 서구,4, 2023-09-20
예비인증,제1종 근린생활시설,주거용 이외,29.13,경북,영순면 생활문화센터,경상북도 문경시,5, 2023-09-20
예비인증,교육연구시설,주거용 이외,23.59,경북,모아초등학교 다목적강당,경상북도경주교육지원청,5, 2023-09-20
예비인증,관광 휴게시설,주거용 이외,50.77,충북,사주당 태교랜드,청주시청,4, 2023-09-20
예비인증,교육연구시설,주거용 이외,50.08,대구,대구칠곡초등학교(후관동),대구광역시서부교육지원청,4, 2023-09-20
예비인증,제1종 근린생활시설,주거용 이외,204.40,경남,한려해상동부 탐방안내소 ,(국)환경부,1, 2023-09-20
예비인증,업무시설,주거용 이외,24.87,부산,부산해운대경찰서 청사 신축공사 설계용역,부산경찰청,5, 2023-09-19
예비인증,교정 및 군사 시설,주거용 이외,72.01,부산,(D026) 5비 공병대대 공병/운영중대 신축공사,국방시설본부,3, 2023-09-19
예비인증,운동시설,주거용 이외,32.74,경기,오학동 문화복지센터 건립공사,여주시청,5, 2023-09-19
예비인증,교육연구시설,주거용 이외,139.80,전남,국립호남권생물자원관 에듀센터,국립호남권생물자원관,1, 2023-09-19
본인증,단독주택,주거용,132.79,인천,포스코 친환경주택,posco,1, 2023-09-19
예비인증,제1종 근린생활시설,주거용 이외,24.19,경남,남성119안전센터,마산소방서,5, 2023-09-19
본인증,단독주택,주거용,132.56,인천,포스코홀딩스 친환경 주택,포스코홀딩스 주식회사,1, 2023-09-19
예비인증,교육연구시설,주거용 이외,29.20,부산,부경대학교 학생지원시설,부경대학교,5, 2023-09-19
예비인증,제1종 근린생활시설,주거용 이외,100.80,강원,평창 치유의 숲 치유센터 건립사업,평창군청,1, 2023-09-19
예비인증,교정 및 군사 시설,주거용 이외,35.46,경기,"28사단 82여단 1,2대대 취사식당 신축(증축)(A061)",국방시설본부,5, 2023-09-19
예비인증,노유자시설,주거용 이외,24.66,울산,건강가정 다문화가족지원센터,울산광역시 중구청,5, 2023-09-18
예비인증,업무시설,주거용 이외,27.98,서울,나라키움 관악 복합관사,한국자산관리공사,5, 2023-09-18
예비인증,교육연구시설,주거용 이외,63.32,전북,(가칭) 전주백석유치원,전라북도교육청,3, 2023-09-18
예비인증,업무시설,주거용 이외,29.77,서울,구산동 공공복합센터,은평구청,5, 2023-09-18
예비인증,업무시설,주거용 이외,29.99,경남,창원시 농업기술센터 통합청사 신축건립(A부지),창원시,5, 2023-09-18
예비인증,관광 휴게시설,주거용 이외,137.60,전북,무주 생태모험공원 방문자센터,무주군청,1, 2023-09-18
본인증,교육연구시설,주거용 이외,38.45,인천,인천뷰티예술고등학교 급식소 및 다목적강당,인천광역시동부교육지원청,5, 2023-09-18
예비인증,교육연구시설,주거용 이외,31.95,광주,(가칭)선운2유치원 신축공사,광주광역시교육청,5, 2023-09-18
예비인증,문화 및 집회시설,주거용 이외,39.22,충북,괴산아트센터,괴산군청,5, 2023-09-18
예비인증,교육연구시설,주거용 이외,49.82,인천,인천남부초 그린스마트 미래학교 개축공사,인천남부교육지원청 교육시설과,4, 2023-09-18
본인증,교정 및 군사 시설,주거용 이외,46.84,인천,작전지원실,국방시설본부,4, 2023-09-18
예비인증,문화 및 집회시설,주거용 이외,64.57,광주,광주AI교육원,광주광역시교육청,3, 2023-09-18
예비인증,교육연구시설,주거용 이외,28.29,충남,(가칭)아산모종중학교,아산교육지원청,5, 2023-09-18
예비인증,제1종 근린생활시설,주거용 이외,43.91,경남,양산 신도시 정수장(관리동2),양산시청,4, 2023-09-18
예비인증,교육연구시설,주거용 이외,29.30,강원,북원여고 교사동 그린스마트 미래학교,강원도원주교육지원청,5, 2023-09-18
본인증,교육연구시설,주거용 이외,39.06,경기,산남초 체육관 및 급식실 증축공사,경기도수원교육지원청,5, 2023-09-15
예비인증,교육연구시설,주거용 이외,23.80,대구,중리초등학교 본관동,대구광역시서부교육지원청,5, 2023-09-15
예비인증,제1종 근린생활시설,주거용 이외,36.14,경북,한국농어촌공사 성주지사 별관동,한국농어촌공사 성주지사,5, 2023-09-15
예비인증,제1종 근린생활시설,주거용 이외,43.88,경북,한국농어촌공사 성주지사 본관동,한국농어촌공사 성주지사,4, 2023-09-15
본인증,교육연구시설,주거용 이외,44.75,강원,퇴계초중 급식소 및 교실 증축공사,강원도춘천교육지원청,4, 2023-09-15
예비인증,문화 및 집회시설,주거용 이외,23.31,강원,횡성목재문화체험장,횡성군,5, 2023-09-15
본인증,제1종 근린생활시설,주거용 이외,38.36,경기,오전커뮤니티센터,의왕시청,5, 2023-09-15
예비인증,교육연구시설,주거용 이외,35.20,경기,평촌도서관,안양시청,5, 2023-09-15
예비인증,교육연구시설,주거용 이외,23.77,충남,대실초등학교,충청남도논산계룡교육지원청,5, 2023-09-14
예비인증,교육연구시설,주거용 이외,42.64,전남,조성초중 미래형 통합운영학교 개축공사 설계용역,전라남도보성교육지원청,4, 2023-09-14
예비인증,교육연구시설,주거용 이외,22.49,전남,여수시 어린이도서관,여수시청,5, 2023-09-14
본인증,종교시설,주거용 이외,25.73,서울,향린교회,한국기독교장로회 향린교회,5, 2023-09-14
예비인증,교정 및 군사 시설,주거용 이외,42.33,경기,(B542)5군단 5포병여단 간부숙소,국방시설본부,4, 2023-09-14
예비인증,업무시설,주거용 이외,31.21,부산,해운대구 신청사,해운대구청,5, 2023-09-14
예비인증,교육연구시설,주거용 이외,29.88,경남,(가칭)왕산2초중통합학교,주식회사 더다올,5, 2023-09-13
예비인증,숙박시설,주거용 이외,30.23,경기,시흥시MTV근로자지원시설 건립공사,시흥시청,5, 2023-09-13
예비인증,공동주택,주거용,20.21,경기,남양주왕숙지구 S-18블럭 공동주택 건설공사,한국토지주택공사,5, 2023-09-13
예비인증,교정 및 군사 시설,주거용 이외,26.81,충남,7해안감시기동대대 행정동,국방시설본부,5, 2023-09-12
예비인증,수련시설,주거용 이외,45.88,서울,국립공원 도봉청소년수련시설 증축사업,북한산국립공원도봉사무소,4, 2023-09-12
예비인증,교육연구시설,주거용 이외,29.20,경기,고양일산유치원,고양교육지원청,5, 2023-09-11
예비인증,교육연구시설,주거용 이외,30.06,경북,경산고등학교 다목적강당,경상북도경산교육지원청,5, 2023-09-11
본인증,제1종 근린생활시설,주거용 이외,23.99,전북,정읍 제3일반산업단지 복합문화센터,정읍시청,5, 2023-09-11
본인증,업무시설,주거용 이외,30.53,경북,안동시 평화동 행정복지센터 신축공사,안동시청,5, 2023-09-11
예비인증,제1종 근린생활시설,주거용 이외,27.36,경북,신광면 8.15 문화복지회관,포항시 농업기술센터,5, 2023-09-11
본인증,의료시설,주거용 이외,135.80,부산,방사선의학 실용화센터,한국원자력의학원,1, 2023-09-08
예비인증,교육연구시설,주거용 이외,23.83,경기,(가칭)부천 옥길  중·고통합운영학교 신축공사,경기도부천교육지원청,5, 2023-09-08
예비인증,제1종 근린생활시설,주거용 이외,24.22,세종,부강면 뉴딜사업 우리동네 아지트,세종특별자치시 공공건설사업소,5, 2023-09-08
본인증,운동시설,주거용 이외,31.69,전북,도내기샘 국민체육센터,전주시청,5, 2023-09-08
예비인증,교정 및 군사 시설,주거용 이외,35.94,경기,22-국-00부대 설게용역(B003) 5사단 방공대대,국방시설본부,5, 2023-09-07
예비인증,교정 및 군사 시설,주거용 이외,33.33,경기,22-국-oo부대 설계용역(B003) 5사단 화생방지원대,국방시설본부,5, 2023-09-07
예비인증,교육연구시설,주거용 이외,73.75,울산,울산과학고 실험실습동,울산광역시교육청,3, 2023-09-07
예비인증,제1종 근린생활시설,주거용 이외,38.57,강원,춘천시 용산정수장(관리동),춘천시청,5, 2023-09-07
예비인증,제1종 근린생활시설,주거용 이외,44.09,충남,신평면 행복잇슈센터,당진시청,4, 2023-09-07
예비인증,교정 및 군사 시설,주거용 이외,31.40,전남,2작전사 31사단 93여단 본부 간부숙소,국방시설본부,5, 2023-09-07
예비인증,교육연구시설,주거용 이외,26.56,제주,제주고 조리실습실,제주특별자치도교육청,5, 2023-09-07
본인증,노유자시설,주거용 이외,45.30,전북,군산시 노인회관,군산시,4, 2023-09-07
예비인증,교정 및 군사 시설,주거용 이외,29.55,경기,25사단 70여단 1대대 취사식당 신축공사,국방시설본부,5, 2023-09-06
예비인증,제1종 근린생활시설,주거용 이외,56.98,경기,수암 119 안전센터,안산소방서,4, 2023-09-06
예비인증,교육연구시설,주거용 이외,41.93,대구,대구공업고등학교 그린스마트스쿨사업,대구광역시교육청,4, 2023-09-06
예비인증,업무시설,주거용 이외,54.59,전남,어울림커뮤니티센터,함평군청,4, 2023-09-06
예비인증,제1종 근린생활시설,주거용 이외,25.15,경남,의령 중동주민어울림센터,의령군청,5, 2023-09-05
예비인증,교육연구시설,주거용 이외,109.80,세종,조치원 신봉초 교사 증축공사,세종특별자치시교육청,1, 2023-09-05
예비인증,노유자시설,주거용 이외,24.09,경기,신흥2동 장애인복지관 건립공사,성남시청,5, 2023-09-05
본인증,수련시설,주거용 이외,41.09,인천,인천평화학교 교육동 보수 및 생활동 증축공사,인천광역시교육청,4, 2023-09-05
예비인증,교육연구시설,주거용 이외,20.03,경북,예천 남부초등학교 그린스마트 스쿨 (주1동),경상북도예천교육지원청,5, 2023-09-05
예비인증,제1종 근린생활시설,주거용 이외,77.48,인천,대청마을문화 복합센터,옹진군청,3, 2023-09-05
본인증,노유자시설,주거용 이외,29.68,전북,부안 온가족센터,부안군청,5, 2023-09-05
예비인증,교육연구시설,주거용 이외,30.69,대구,대구초등학교 그린스마트 미래학교 증.개축,대구광역시동부교육지원청,5, 2023-09-05
예비인증,교육연구시설,주거용 이외,39.25,대구,대구동인초등학교(동관동),대구광역시동부교육지원청,5, 2023-09-05
본인증,교육연구시설,주거용 이외,70.77,대구,대구달성초등학교 교사증축 및 기타공사,대구광역시서부교육지원청,3, 2023-09-05
예비인증,교정 및 군사 시설,주거용 이외,23.43,충남,9해안감시기동대대 행정동,국방시설본부,5, 2023-09-05
예비인증,업무시설,주거용 이외,23.30,경남,"창녕-밀양간 밀양지사(본관동, 정비창고동)",한국도로공사,5, 2023-09-05
예비인증,교정 및 군사 시설,주거용 이외,67.10,경북,22-해병-0단 생활관 증축 등 설계용역(C003)-장교교육대대,국방시설본부,3, 2023-09-05
본인증,교육연구시설,주거용 이외,78.23,대구,대구장동초등학교 교실 증축,대구광역시남부교육지원청,3, 2023-09-05
예비인증,운동시설,주거용 이외,20.53,전북,적성 실내다목적구장,순창군청,5, 2023-09-04
본인증,교육연구시설,주거용 이외,29.92,광주,효천문화복합커뮤니티센터,광주광역시 남구청,5, 2023-09-04
예비인증,업무시설,주거용 이외,51.39,경기,망포1동 행정복지센터,수원시청,4, 2023-09-04
예비인증,교육연구시설,주거용 이외,26.47,광주,광주광역시 학생교육원 호연관 ,광주광역시교육청,5, 2023-09-04
예비인증,교육연구시설,주거용 이외,37.45,충남,천안시 농산물 안전분석실,천안시청,5, 2023-09-04
예비인증,교정 및 군사 시설,주거용 이외,33.06,충북,17전비 군사경찰대대 통합생활관,국방시설본부,5, 2023-09-04
예비인증,교육연구시설,주거용 이외,29.21,경기,(가칭)상신중 교사,경기도화성오산교육지원청,5, 2023-09-04
예비인증,운동시설,주거용 이외,24.61,경남,김해 반다비 체육센터,김해시청,5, 2023-09-04
예비인증,업무시설,주거용 이외,50.57,전북,장계면 행정복지센터,장수군,4, 2023-09-04
예비인증,교육연구시설,주거용 이외,36.08,경남,증산중학교 교사,경상남도교육청,5, 2023-09-01
예비인증,교정 및 군사 시설,주거용 이외,37.72,충북,공사 법당,국방시설본부,5, 2023-09-01
예비인증,업무시설,주거용 이외,30.40,인천,송림4동 행정복지센터 청사 신축 설계용역,인천광역시 동구청,5, 2023-09-01
예비인증,제1종 근린생활시설,주거용 이외,24.23,광주,학동 행정복합센터,광주광역시 동구청,5, 2023-09-01
예비인증,교정 및 군사 시설,주거용 이외,26.19,경북,22-해병-0단 생활관 증축 등 설계용역(C003) - 신병교육대대 취사식당,국방시설본부,5, 2023-08-31
예비인증,업무시설,주거용 이외,32.46,서울,강동세무서 청사 ,강동세무서,5, 2023-08-31
본인증,노유자시설,주거용 이외,28.94,인천,남동 노인복지관 건립공사,주식회사신영,5, 2023-08-31
본인증,업무시설,주거용 이외,81.65,강원,인제군 농업기술센터,강원도개발공사,2, 2023-08-31
예비인증,업무시설,주거용 이외,50.78,대전,KR기록관,국가철도공단,4, 2023-08-31
본인증,노유자시설,주거용 이외,31.17,경남,창원시립복지원,창원시청,5, 2023-08-31
예비인증,교정 및 군사 시설,주거용 이외,66.44,경북,22-해병-0단 생활관 증축 등 설계용역(C003) - 부사관교육대대,국방시설본부,3, 2023-08-31
본인증,교정 및 군사 시설,주거용 이외,48.85,강원,(B106)서인제권역 3기갑여단 간부숙소 신축공사,국방시설본부,4, 2023-08-31
예비인증,위험물 저장 및 처리 시설,주거용 이외,74.34,충북,액화수소 검사지원센터,한국가스안전공사,3, 2023-08-30
예비인증,제1종 근린생활시설,주거용 이외,36.89,강원,송지호 꿈나눔 주민활력센터,강원특별자치도 고성군,5, 2023-08-30
예비인증,교육연구시설,주거용 이외,34.22,울산,동평중 운동부 훈련장,울산광역시교육청,5, 2023-08-30
예비인증,공동주택,주거용,24.48,인천,인천검단 AA10-1BL 공동주택,인천도시공사,5, 2023-08-30
예비인증,관광 휴게시설,주거용 이외,57.34,충남,가야산 자연휴양림 조성사업,서산시청,4, 2023-08-30
본인증,교정 및 군사 시설,주거용 이외,100.70,강원,23사단 삼척권역 간부숙소,국방시설본부 강원시설단,1, 2023-08-30
본인증,업무시설,주거용 이외,25.32,경북,예천군 복합커뮤니티센터 ,예천군청,5, 2023-08-30
본인증,교육연구시설,주거용 이외,34.13,강원,동해꿈빛마루도서관,동해시,5, 2023-08-29
본인증,업무시설,주거용 이외,67.47,전북,금구면 행정복지센터,김제시청,3, 2023-08-29
본인증,노유자시설,주거용 이외,30.26,강원,정선군 치매 전담형요양원 신축공사,정선군청 복지과,5, 2023-08-29
예비인증,문화 및 집회시설,주거용 이외,48.40,전남,공립 광양 소재전문 과학관 건립사업,광양시,4, 2023-08-29
예비인증,노유자시설,주거용 이외,25.88,경남,장승포동 다어울림 행복문화센터,거제시청,5, 2023-08-29
예비인증,교정 및 군사 시설,주거용 이외,30.73,강원,7사단 신풍리 간부숙소 신축 설계용역 (B525),국방시설본부,5, 2023-08-28
본인증,노유자시설,주거용 이외,45.86,경남,창원시 의창노인종합복지관,창원시청,4, 2023-08-28
본인증,업무시설,주거용 이외,40.26,충남,한국도로공사 천안지사,한국도로공사,4, 2023-08-28
예비인증,교육연구시설,주거용 이외,36.79,경북,진량초등학교 그린스마트 미래학교(후관동),경산교육지원청,5, 2023-08-28
예비인증,교정 및 군사 시설,주거용 이외,33.24,강원,11사단 13여단 간부숙소 신축 설계용역(22-B525),국방시설본부,5, 2023-08-28
예비인증,교정 및 군사 시설,주거용 이외,27.89,강원,동인제권역 간부숙소 신축 설계용역 (B525),국방시설본부,5, 2023-08-28
예비인증,교정 및 군사 시설,주거용 이외,62.15,강원,22사단 55여단 장신리 간부숙소 신축 설계용역 (B525),국방시설본부,3, 2023-08-28
예비인증,묘지 관련 시설,주거용 이외,62.92,강원,주천 물미묘원 봉안당 신축공사,영월군청,3, 2023-08-28
예비인증,교육연구시설,주거용 이외,30.67,서울,"서연중 체육관, 급식실, 학생식당 및 지하주차장 증축공사",서울특별시서부교육지원청,5, 2023-08-28
예비인증,교정 및 군사 시설,주거용 이외,53.04,경기,21-국-○○부대 설계용역(B006) / 1사단 직할 보급수송대대,국방시설본부,4, 2023-08-28
본인증,위험물 저장 및 처리 시설,주거용 이외,27.89,경남,한국가스공사 통영기지본부 비상출동 대기시설,한국가스공사,5, 2023-08-25
예비인증,업무시설,주거용 이외,40.75,경기,이매1동 복합청사,성남시청,4, 2023-08-25
예비인증,업무시설,주거용 이외,38.63,경기,서운면 행정복지센터,안성시청 회계과,5, 2023-08-25
본인증,제1종 근린생활시설,주거용 이외,34.72,전남,국립 화순 치유의 숲,서부지방산림청,5, 2023-08-25
본인증,교정 및 군사 시설,주거용 이외,37.19,강원,921부대 독신자숙소 신축공사,강원시설단 제4건설사업과,5, 2023-08-25
본인증,노유자시설,주거용 이외,49.04,울산,화정가족문화센터,울산 동구청,4, 2023-08-25
본인증,수련시설,주거용 이외,84.14,전남,화순군 청소년수련관,화순군청,2, 2023-08-25
본인증,운동시설,주거용 이외,20.74,전북,관촌 체육문화센터,임실군청,5, 2023-08-25
예비인증,업무시설,주거용 이외,22.67,서울,이문동 복합공공청사(비주거),이문3재정비촉진구역 주택재개발정비사업조합,5, 2023-08-25
예비인증,교육연구시설,주거용 이외,92.72,경기,광주 중앙고등학교 그린스마트 미래학교 본관동,광주하남교육지원청,2, 2023-08-24
예비인증,문화 및 집회시설,주거용 이외,95.60,강원,자작나무숲 목재문화체험장 신축공사,인제군청,2, 2023-08-24
예비인증,숙박시설,주거용 이외,39.53,전북,전라북도 국제양궁장 전지훈련센터,임실군청,5, 2023-08-24
본인증,업무시설,주거용 이외,53.34,경북,대구지방고용노동청 포항지청 청사,대구지방고용노동청포항지청,4, 2023-08-24
예비인증,제1종 근린생활시설,주거용 이외,108.70,전남,다도해해상국립공원사무소,다도해해상국립공원사무소,1, 2023-08-24
예비인증,운수시설,주거용 이외,140.90,전남,보성역사,국가철도공단,1, 2023-08-23
예비인증,노유자시설,주거용 이외,40.29,경기,작근단 어린이집 시설 신축공사,국방시설본부,4, 2023-08-23
본인증,교정 및 군사 시설,주거용 이외,66.88,강원,A시설,국방시설본부,3, 2023-08-23
본인증,교육연구시설,주거용 이외,48.43,전북,장수교육문화복지시설(본관동),전라북도장수교육지원청,4, 2023-08-23
예비인증,교정 및 군사 시설,주거용 이외,39.62,경기,통합병영시설,국방시설본부,5, 2023-08-23
예비인증,숙박시설,주거용 이외,32.23,전남,청암항 마을회관,보성군청,5, 2023-08-23
예비인증,교육연구시설,주거용 이외,71.06,충북,(가칭)화곡초등학교 신축공사,충청북도교육청,3, 2023-08-23
예비인증,교육연구시설,주거용 이외,63.95,경북,신광초등학교 교사동,경상북도포항교육지원청,3, 2023-08-23
본인증,제1종 근린생활시설,주거용 이외,121.70,경기,에너지엑스 DY빌딩,에너지엑스주식회사,1, 2023-08-23
본인증,교육연구시설,주거용 이외,41.64,서울,방배숲도서관,장위건설(주),4, 2023-08-23
본인증,교육연구시설,주거용 이외,34.12,경기,도담관(고촌중학교 체육관),김포교육지원청,5, 2023-08-22
본인증,교정 및 군사 시설,주거용 이외,27.99,강원,양양 동원 생활관,국방시설본부,5, 2023-08-22
예비인증,운동시설,주거용 이외,28.13,경북,청기면 다목적체육관 건립공사,영양군청,5, 2023-08-22
본인증,자원순환 관련 시설,주거용 이외,36.33,제주,제주광역생활자원회수센터(관리동),제주특별자치도,5, 2023-08-22
본인증,교육연구시설,주거용 이외,25.88,전남,순천시신대도서관,순천시청,5, 2023-08-22
본인증,교육연구시설,주거용 이외,20.56,인천,인천서로꿈유치원,인천광역시교육청,5, 2023-08-21
예비인증,교육연구시설,주거용 이외,58.71,강원,미래감염병 신속대응 연구센터(BL3),(재)스크립스코리아항체연구원,4, 2023-08-21
예비인증,교육연구시설,주거용 이외,22.40,전북,전북대학교 학생타운,캠퍼스플러스주식회사,5, 2023-08-21
예비인증,운수시설,주거용 이외,35.46,전북,군산서 함정승조원 지원시설 행정지원센터,군산해양경찰서,5, 2023-08-21
본인증,교육연구시설,주거용 이외,40.32,경기,화성세정중학교,양우건설(주),4, 2023-08-21
예비인증,업무시설,주거용 이외,25.26,부산,진양물산 근린생활시설 및 업무시설 신축공사,진양물산(주),5, 2023-08-21
예비인증,교육연구시설,주거용 이외,50.15,경기,분당서울대학교병원 교수동 증축공사,분당서울대학교병원,4, 2023-08-21
예비인증,노유자시설,주거용 이외,29.90,전남,영암군 삼호읍 가족복합센터,영암군청,5, 2023-08-21
예비인증,문화 및 집회시설,주거용 이외,35.95,강원,강원도 반려동물지원센터,강원도청,5, 2023-08-18
예비인증,교육연구시설,주거용 이외,35.71,대구,의료기술시험연수원,대구경북첨단의료산업진흥재단,5, 2023-08-18
예비인증,제1종 근린생활시설,주거용 이외,37.84,제주,동부소방서 표선119센터 신축공사,제주특별자치도동부소방서,5, 2023-08-18
예비인증,교육연구시설,주거용 이외,24.81,대전,화학소재부품 상생기술협력센터,한국화학연구원,5, 2023-08-18
본인증,교육연구시설,주거용 이외,37.09,경기,양평중학교 증축공사,양평양근리 한라비발디,5, 2023-08-18
예비인증,문화 및 집회시설,주거용 이외,26.29,전북,군산 선교역사관,군산시,5, 2023-08-18
예비인증,제1종 근린생활시설,주거용 이외,41.84,경기,가평군 조종면 기초생활거점조성사업,가평군청,4, 2023-08-18
예비인증,교육연구시설,주거용 이외,42.68,세종,바른유치원 신축공사,세종특별자치시교육청,4, 2023-08-17
예비인증,교육연구시설,주거용 이외,24.69,세종,바른초등학교 신축공사,세종특별자치시교육청,5, 2023-08-17
본인증,제1종 근린생활시설,주거용 이외,26.35,울산,송정복합문화센터,울산광역시북구청,5, 2023-08-17
본인증,운동시설,주거용 이외,25.83,전남,곡성군 반다비 체육센터,곡성군,5, 2023-08-17
예비인증,노유자시설,주거용 이외,34.79,경남,강변이음센터,김해시청,5, 2023-08-17
본인증,운동시설,주거용 이외,43.53,경북,유천복합체육시설,청도군문화체육시설사업소,4, 2023-08-17
예비인증,교육연구시설,주거용 이외,23.54,강원,기업고등학교,강원도원주교육지원청,5, 2023-08-17
예비인증,제1종 근린생활시설,주거용 이외,40.90,충남,봉명 커뮤니티센터,천안시청,4, 2023-08-17
본인증,노유자시설,주거용 이외,31.27,울산,북구장애인복지관,울산광역시북구청,5, 2023-08-17
예비인증,운수시설,주거용 이외,105.80,강원,동해 광역 해상교통관제(VTS) 센터,동해지방해양경찰청,1, 2023-08-17
예비인증,교정 및 군사 시설,주거용 이외,64.97,울산,127여단 1대대 행정시설,국방시설본부,3, 2023-08-17
예비인증,운수시설,주거용 이외,107.00,경북,포항 광역 해상교통관제(VTS) 센터,동해지방해양경찰청,1, 2023-08-16
예비인증,운동시설,주거용 이외,23.91,서울,반포종합운동장 복합체육시설 건립공사,서초구청,5, 2023-08-16
예비인증,교육연구시설,주거용 이외,49.77,경기,(가칭)고덕13초 신축공사설계용역,경기도평택교육지원청,4, 2023-08-16
본인증,교육연구시설,주거용 이외,68.82,경기,곡반초 교실 증축공사,곡반정동 명당1단지 지역주택조합,3, 2023-08-16
예비인증,제1종 근린생활시설,주거용 이외,21.40,서울,316TOWER,리치칸 주식회사,5, 2023-08-16
예비인증,문화 및 집회시설,주거용 이외,26.04,경북,청송읍 행정문화센터,청송군청,5, 2023-08-16
예비인증,교육연구시설,주거용 이외,33.43,경기,서울대학교 수원 농장 본관동 ,서울대학교,5, 2023-08-16
예비인증,의료시설,주거용 이외,35.90,강원,강원대학교병원 강원권역 공공의료지원센터,강원대학교병원,5, 2023-08-16
예비인증,교정 및 군사 시설,주거용 이외,40.00,경북,22-해병 수색교육대 병영생활관,국방시설본부,4, 2023-08-16
예비인증,교정 및 군사 시설,주거용 이외,39.29,경북,22-해병 유격교육대 병영생활관,국방시설본부,5, 2023-08-16
예비인증,교육연구시설,주거용 이외,33.76,강원,세연중 그린스마트스쿨,태백교육지원청,5, 2023-08-14
예비인증,운동시설,주거용 이외,25.65,전북,성내면 기초생활거점,한국농어촌공사 고창지사,5, 2023-08-14
예비인증,제1종 근린생활시설,주거용 이외,28.49,대구,송현복합센터,달서구청,5, 2023-08-14
본인증,교육연구시설,주거용 이외,32.56,전북,완주청소년자치복합문화센터,전라북도완주교육지원청,5, 2023-08-14
예비인증,교정 및 군사 시설,주거용 이외,31.13,경북,나아소초 생활관,국방시설본부,5, 2023-08-11
예비인증,교육연구시설,주거용 이외,26.22,대구,대구인지초등학교 그린스마트 미래학교,대구광역시서부교육지원청,5, 2023-08-11
예비인증,교정 및 군사 시설,주거용 이외,24.51,경북,흥해중본 생활관,국방시설본부,5, 2023-08-11
예비인증,교정 및 군사 시설,주거용 이외,26.51,경북,모포소초 생활관,국방시설본부,5, 2023-08-11
본인증,노유자시설,주거용 이외,37.16,인천,도시재생어울림복지센터,계양구청,5, 2023-08-11
예비인증,교육연구시설,주거용 이외,34.94,충북,(가칭) 오송3초등학교,충청북도교육청,5, 2023-08-11
본인증,교육연구시설,주거용 이외,62.19,대구,대구반야월초등학교 교사동(K동),대구광역시동부교육지원청,3, 2023-08-11
예비인증,교육연구시설,주거용 이외,52.96,전북,갯벌연구센터 청사 신축공사,갯벌연구센터,4, 2023-08-11
예비인증,교정 및 군사 시설,주거용 이외,59.21,경기,00사단 작전지휘시설,국방시설본부,4, 2023-08-11
본인증,운동시설,주거용 이외,21.00,충북,금빛체육센터,시설관리사업소,5, 2023-08-11
예비인증,문화 및 집회시설,주거용 이외,28.28,충북,국립충주박물관,국립중앙박물관,5, 2023-08-10
